TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target,bin_TransactionAmount,bin_CustomerAge
548689951.9199501,1545,0,13,1,177958.00000000003,1,14804510.000000002,21.0,2075896684100.0146,17,2,1,2
273461549.063075,1219,0,22,2,227930.00000000003,0,12449710.0,21.0,3031299524886.931,296,2,1,0
3227518373.3048253,1601,0,32,0,239462.00000000003,2,9926710.0,21.0,828531938431.0892,31,0,2,0
2266557023.9855504,1704,1,17,0,162582.00000000003,0,11188210.0,21.0,3174356874566.041,271,0,1,2
2367627521.088175,1334,0,17,2,139518.00000000003,1,4376110.000000001,21.0,637873643859.6025,119,2,2,1
29272282.474875007,54,1,31,0,304810.00000000006,2,5469410.0,21.0,1246284009988.1958,223,1,1,0
997523962.7327001,706,0,21,1,297122.00000000006,2,12029210.0,21.0,1012402428558.4191,28,1,1,0
1839078528.0433,110,1,5,0,93390.0,3,11188210.0,21.0,275014925295.1313,141,1,1,1
3098391148.04475,878,0,1,1,97234.0,3,24139610.0,21.0,77973837108.72874,164,2,2,1
511133701.6304501,1828,1,13,2,297122.00000000006,2,4460210.000000001,21.0,686134114583.2008,324,0,1,0
852232821.9068502,1000,0,24,1,231774.00000000003,1,6983210.0,21.0,1041795591526.4144,128,2,1,0
1075434772.1568,2355,1,8,0,277902.00000000006,2,2694110.0000000005,21.0,1759581013289.2478,191,0,1,0
235573920.09455,1929,1,3,2,208710.00000000003,0,21700710.0,21.0,1760386608599.8682,30,0,1,2
866040266.8662252,1837,1,4,1,258682.00000000006,0,6226310.0,21.0,1316089728923.031,275,0,1,0
742767398.2689251,1575,1,3,2,220242.00000000003,1,6562710.0,21.0,1471919305353.7644,343,2,1,2
593941551.5334752,1603,1,26,0,108766.0,3,1096210.0,21.0,280780243383.50024,151,0,1,1
67785848.948225,2166,1,1,1,204866.00000000003,0,14131710.000000006,21.0,1834178253783.1309,306,0,1,2
1736977075.050375,982,0,38,1,131830.00000000003,0,3451010.0000000005,21.0,2865729769989.053,270,2,1,1
1067849882.3924499,1714,1,25,1,212554.00000000003,1,20691510.0,21.0,1050530989029.2139,93,0,1,2
176919893.90712503,860,1,27,1,104922.0,1,3198709.9999999995,21.0,1180723158651.63,164,2,1,1
1323379663.77395,923,1,3,1,212554.00000000003,0,2525910.0000000005,21.0,390726297891.75134,19,2,1,2
121174636.12447499,772,1,13,2,74170.0,3,21448410.0,21.0,94570428411.86847,21,1,1,1
13992043.386500001,1378,2,10,1,258682.00000000006,2,11776910.0,21.0,1391067635332.9214,128,2,1,0
117124452.269725,623,1,13,2,197178.00000000003,2,12533810.0,21.0,311306551403.7971,25,1,1,2
810773667.1755,1604,1,4,2,108766.0,3,8581110.0,21.0,237950901484.7991,294,0,1,1
1752735972.2306747,1542,0,15,1,297122.00000000006,2,8328810.0,21.0,1318685781943.2449,165,2,1,0
522511036.27697515,124,1,24,1,89546.0,3,4123810.0000000005,21.0,175278242127.24332,199,1,1,1
352845152.616175,2162,1,42,2,104922.0,3,7656010.0,21.0,382083853694.0236,120,0,1,1
188334048.406875,409,0,20,1,177958.00000000003,1,16738810.000000002,21.0,1990142833823.6106,270,1,1,2
4389663400.6455,2295,0,17,3,231774.00000000003,2,8665210.0,85.0,1729908990406.0376,171,0,2,0
186861254.27787504,1433,1,4,0,239462.00000000003,0,15561410.000000002,21.0,1830621683277.177,78,2,1,0
681425522.7960751,2284,1,7,1,85702.0,3,13374810.0,21.0,140852321641.80017,76,0,1,1
1080810470.7276502,98,1,34,2,154894.00000000003,1,3787410.0000000005,21.0,506840468143.68164,121,1,1,2
1050323632.2573498,1953,1,1,0,108766.0,3,7824210.0,21.0,37120859529.76406,291,0,1,1
476743958.71830004,215,1,39,0,120298.0,1,15056810.000000002,21.0,1677963585088.5295,259,1,1,1
2735826053.3381753,1304,1,27,0,193334.00000000003,1,14636310.0,21.0,909921409716.9888,176,2,2,2
1096716647.32085,224,0,25,0,108766.0,3,8076510.0,21.0,371845711092.56683,316,1,1,1
853926535.1552,1204,1,16,0,254838.00000000006,0,1012110.0000000001,21.0,1264848112915.3508,303,2,1,0
1089205397.26295,2252,0,6,1,181802.00000000003,1,3871509.9999999995,21.0,1305271734751.842,84,0,1,2
1115126573.9333498,1161,2,20,2,212554.00000000003,0,23130410.0,21.0,1159536444617.0977,342,2,1,2
298535869.1093001,1664,1,29,0,224086.00000000003,1,4712510.0,21.0,1723822762097.7788,54,0,1,2
2855748315.2920003,1465,0,23,1,304810.00000000006,2,13290710.0,21.0,862838347524.2974,109,2,2,0
780250008.8519752,1651,1,16,2,78014.0,3,15225010.000000002,21.0,205266748882.4831,143,0,1,1
63367466.561225,2321,1,29,2,89546.0,3,18420810.0,21.0,202321014381.28577,36,0,1,1
457376715.92195004,871,1,5,0,89546.0,3,14468110.0,21.0,2145682484469.4778,101,2,1,1
141278275.985325,1540,1,35,0,243306.00000000003,0,11356410.0,21.0,1913741856576.553,221,2,1,0
993363319.3182751,1755,1,38,0,201022.00000000003,1,1432610.0,21.0,285965709902.1369,96,0,1,2
2229148053.10895,1033,1,23,0,81858.0,3,2778210.0000000005,21.0,86833172351.62357,197,2,1,1
107477650.724775,157,0,26,1,224086.00000000003,0,3451010.0000000005,21.0,2669056068675.076,310,1,1,2
2583649599.9592505,1145,0,39,2,235618.00000000003,2,5385310.0,21.0,1470266064427.8481,206,2,2,0
3175123722.1656504,910,1,18,1,220242.00000000003,0,6058110.0,21.0,2191813881872.1506,341,2,2,2
1513186007.1488252,1710,1,20,3,85702.0,3,3787410.0000000005,21.0,33513386023.414177,287,0,1,1
136123496.533825,1479,1,41,1,158738.00000000003,1,6646810.0,21.0,630959688501.4203,85,2,1,2
506604859.68377507,18,1,26,0,116454.0,0,7992410.0,21.0,2363598229166.2437,306,1,1,1
618979051.7264751,865,0,27,2,197178.00000000003,0,1012110.0000000001,21.0,2357503148162.263,36,2,1,2
1586862533.45205,1805,1,3,1,93390.0,3,7824210.0,21.0,125986432352.13628,276,0,1,1
51069635.584075004,2239,1,31,1,93390.0,3,1684910.0,21.0,211321992755.71826,84,0,1,1
644605669.5710751,2096,1,19,2,108766.0,1,14215810.0,37.0,2052640652440.6746,343,0,1,1
1114979294.5204499,1969,1,17,0,139518.00000000003,1,14720410.000000002,21.0,2076963433934.408,68,0,1,1
6066954994.4571495,2326,1,43,0,258682.00000000006,2,4376110.000000001,21.0,328401106841.2489,186,0,0,0
1497868948.2072248,2197,1,27,2,254838.00000000006,2,7067310.000000001,21.0,435633810110.9817,143,0,1,0
943693337.3177501,616,1,27,2,204866.00000000003,2,14468110.0,21.0,930209575135.829,0,1,1,2
298094030.87060004,1729,0,17,2,74170.0,3,8160610.0,21.0,212452924634.0893,2,0,1,1
352661053.35005003,541,1,1,2,85702.0,3,2273609.9999999995,21.0,60120163013.19225,173,1,1,1
1397461208.46265,22,0,16,1,158738.00000000003,0,9926710.0,21.0,2782350655339.835,0,1,1,2
3325532822.5897756,1176,1,12,2,85702.0,3,5469410.0,21.0,1909324361411.722,14,2,2,1
523541992.16727513,1051,1,15,1,70326.0,3,2273609.9999999995,69.0,116073626318.43008,201,2,1,3
3120298960.7136254,1066,1,17,1,108766.0,3,14720410.000000002,21.0,93468267794.59102,187,2,2,1
1086848926.65655,808,0,9,1,254838.00000000006,0,2610010.0000000005,21.0,2868613535620.2026,90,2,1,0
67969948.21435,2064,1,5,1,262526.00000000006,2,17916210.0,21.0,1412360581716.1067,234,0,1,0
2221084505.2526755,1486,1,11,1,108766.0,3,4039710.0000000005,21.0,26112532400.571247,115,2,1,1
200668699.23725003,2090,0,30,1,220242.00000000003,2,12365610.0,21.0,379609525239.97504,124,0,1,2
1527177551.3743248,2367,1,37,2,112610.0,0,23046310.0,21.0,1239336857021.0596,102,0,1,1
3262939072.1072755,1463,1,7,1,235618.00000000003,2,5805810.000000001,21.0,1749347297035.6519,126,2,2,0
1620184500.6206748,2145,1,38,2,189490.00000000003,1,7403710.0,21.0,329861801635.2311,236,0,1,2
281267357.946775,87,1,10,1,70326.0,3,18420810.0,21.0,1322594247104.112,226,1,1,3
2194132372.691975,1399,0,35,0,74170.0,3,13627110.0,21.0,370433706125.0507,238,2,1,1
22202870.655675005,1388,1,6,1,293278.00000000006,2,5889910.0,21.0,728295077954.9586,184,2,1,0
918066719.4731501,1435,1,5,0,101078.0,1,16570610.000000002,21.0,670807885116.0396,94,2,1,1
1552030952.3012,1436,1,38,1,78014.0,3,5637610.0,21.0,81857957356.36313,238,2,1,1
698730853.8118252,373,1,33,1,224086.00000000003,1,2021310.0,21.0,1454136452823.9963,304,1,1,2
269485004.914775,1863,1,1,1,293278.00000000006,2,17916210.0,21.0,501280975230.8284,243,0,1,0
692692397.8829252,961,0,17,2,289434.00000000006,2,16654710.000000002,21.0,1113199222038.9092,225,2,1,0
112374691.20369999,868,1,17,1,239462.00000000003,0,10263110.0,21.0,2728344785093.2397,55,2,1,0
4549792942.321026,907,0,38,1,78014.0,3,9926710.0,21.0,93010140791.02388,179,2,2,1
4268857462.214275,1812,1,28,2,158738.00000000003,0,12617910.0,21.0,1438460541875.8516,4,0,2,2
626821680.4634001,968,1,37,1,239462.00000000003,2,11188210.0,21.0,1144874167329.0193,101,2,1,0
208474508.12095004,391,1,2,1,208710.00000000003,0,10179010.0,21.0,1987675144891.353,142,1,1,2
195661199.19865003,707,1,19,0,131830.00000000003,0,5889910.0,21.0,1751728672184.6282,52,1,1,1
2162172740.092675,1329,1,29,2,104922.0,3,12113310.0,21.0,110846109495.11816,178,2,1,1
78316326.970575,1277,0,16,2,239462.00000000003,2,9590310.0,21.0,1636154516371.6855,211,2,1,0
5145906366.033774,2023,0,2,0,101078.0,3,12113310.0,21.0,251150270804.96515,15,0,0,1
279905023.37745,1216,0,0,2,131830.00000000003,0,15897810.000000002,21.0,3267843554554.8296,327,2,1,1
572586036.6629751,1471,1,33,0,262526.00000000006,0,1264410.0,21.0,1186304783303.786,120,2,1,0
497620815.4968751,521,1,7,2,277902.00000000006,2,4207910.000000001,21.0,1300936127022.4314,253,1,1,0
145365279.6933,915,1,29,0,216398.00000000003,2,3198709.9999999995,21.0,1303452505781.155,326,2,1,2
1663079629.6278,690,1,15,2,127986.00000000001,1,1264410.0,21.0,969712516617.3252,208,1,1,1
1307105288.6485,1525,0,13,2,101078.0,3,2778210.0000000005,21.0,41049243256.00397,251,2,1,1
1574748801.741025,568,1,33,0,166426.00000000003,1,19850510.0,21.0,540799408929.8366,329,1,1,2
938391278.4533502,161,1,4,1,89546.0,3,8581110.0,21.0,154901549751.1922,315,1,1,1
71725573.24329999,1188,1,9,0,104922.0,1,9590310.0,21.0,1048955209190.8574,360,2,1,1
700203647.940825,1014,1,3,0,189490.00000000003,0,22289410.0,21.0,2853634774460.0947,145,2,1,2
760809126.3491751,2208,0,28,2,227930.00000000003,2,10767710.0,21.0,1687885243817.9568,258,0,1,0
343235170.92445004,629,1,5,2,201022.00000000003,2,4376110.000000001,21.0,224556772858.76877,198,1,1,2
2017654816.18455,1911,1,28,0,108766.0,3,14384010.0,21.0,300670037494.8906,360,0,1,1
2360374010.00285,2227,1,7,0,89546.0,3,2105410.0,21.0,354580741262.48376,58,0,2,1
1158168982.353375,730,0,9,1,104922.0,3,1600809.9999999998,37.0,244754198146.46756,53,1,1,1
3079797122.1661253,368,1,41,2,235618.00000000003,2,5301210.0,21.0,383298886181.7451,348,1,2,0
4032105805.9775248,680,1,37,0,112610.0,1,4376110.000000001,21.0,1923796305741.7966,333,1,2,1
697552618.508625,533,0,4,1,204866.00000000003,0,5217110.0,21.0,2783897663917.0977,188,1,1,2
338154031.1794001,1172,0,23,1,258682.00000000006,2,6730910.0,21.0,378987623365.56744,129,2,1,0
2244244192.9312005,1309,1,42,0,300966.00000000006,2,14215810.0,21.0,771299260594.1517,116,2,1,0
3163930486.78525,1336,0,7,1,300966.00000000006,2,5721710.000000001,21.0,253803866347.3661,33,2,2,0
368235851.26422507,1138,1,30,0,193334.00000000003,0,5301210.0,21.0,1414910158083.7847,184,2,1,2
105968036.74255002,1357,0,40,2,154894.00000000003,0,4292010.000000001,21.0,150619058196.10812,315,2,1,2
408995428.7843,841,1,6,2,270214.00000000006,0,6983210.0,21.0,1557487249020.0251,275,2,1,0
1734068306.6455998,461,0,16,2,266370.00000000006,0,10431309.999999998,37.0,2875142398714.517,286,1,1,0
192310592.555175,1614,0,37,1,108766.0,3,8076510.0,21.0,23242045813.00327,108,0,1,1
289478185.21595,1322,1,28,1,124142.0,0,4376110.000000001,21.0,301181280672.78436,109,2,1,1
175962577.72327504,1635,1,10,1,97234.0,3,3114610.0000000005,21.0,365157499475.2727,331,0,1,1
1229673137.316325,536,1,14,1,201022.00000000003,0,3787410.0000000005,21.0,1159120367918.2056,324,1,1,2
113663386.066575,1213,1,14,0,127986.00000000001,0,24812410.0,21.0,3175607317836.647,259,2,1,1
2615793331.824675,453,1,36,2,258682.00000000006,2,9674410.0,21.0,1245033566717.5898,139,1,2,0
810884126.735175,1659,1,25,0,158738.00000000003,1,4039710.0000000005,21.0,760895129947.9242,10,0,1,2
100445058.75880001,2313,1,1,0,112610.0,0,8076510.0,21.0,2361068571363.9375,199,0,1,1
373795649.10120004,1385,1,40,0,189490.00000000003,1,8244710.0,21.0,446819191154.5967,135,2,1,2
598875411.865625,820,1,27,0,227930.00000000003,1,12365610.0,21.0,2102726991656.751,296,2,1,0
38734984.753699996,1253,1,18,0,212554.00000000003,2,2525910.0000000005,21.0,547317206154.4993,282,2,1,2
996787565.6682001,560,1,20,1,147206.00000000003,0,3114610.0000000005,21.0,1443537562871.9048,346,1,1,1
911586425.3055501,934,1,35,0,151050.00000000003,1,12786109.999999998,21.0,172350213017.48822,55,2,1,2
1324226520.398125,82,0,17,2,97234.0,3,24307810.0,21.0,48587313662.52402,161,1,1,1
404687505.956975,745,1,39,1,147206.00000000003,0,7571910.0,21.0,2854123885898.6855,273,1,1,1
794278372.9307002,1807,0,8,1,116454.0,1,11524610.0,21.0,1924823218445.4448,330,0,1,1
1806971616.0311,2369,1,8,2,254838.00000000006,2,13122510.0,21.0,1419555610163.4338,201,0,1,0
825796167.2913,294,1,6,2,247150.00000000006,2,5721710.000000001,21.0,1276451783831.7878,268,1,1,0
2241556343.6457753,1971,1,13,2,212554.00000000003,1,13206610.0,21.0,661999452873.5411,354,0,1,2
3093457287.7126,518,0,7,1,78014.0,3,5721710.000000001,21.0,273718005371.9895,348,1,2,1
748695394.6381501,2291,1,31,0,231774.00000000003,0,5553510.0,21.0,3007038712263.245,200,0,1,0
334619325.2698,2074,1,7,0,101078.0,1,23887310.0,21.0,1575194853636.1636,266,0,1,1
221324636.89647505,2131,0,0,1,235618.00000000003,2,10263110.0,21.0,1601425391057.7947,106,0,1,0
1450408157.4002,851,1,22,1,277902.00000000006,2,3955610.0000000005,21.0,1619743831678.6892,343,2,1,0
71394194.564275,2052,1,7,0,166426.00000000003,0,3787410.0000000005,21.0,2179446665949.768,300,0,1,2
2052375937.7757251,665,0,42,2,308654.00000000006,2,4123810.0000000005,21.0,657037516921.8623,211,1,1,0
210131401.51607502,1488,0,4,2,120298.0,0,8328810.0,21.0,2063500696916.5388,311,2,1,1
1455378837.5855749,1362,0,24,2,70326.0,3,14047610.0,21.0,390423093063.3035,118,2,1,3
1064278356.629625,1015,1,27,0,289434.00000000006,2,9758510.0,21.0,1257856696469.609,334,2,1,0
169776842.381475,556,1,37,2,127986.00000000001,0,19598210.0,21.0,1156546446637.295,260,1,1,1
1235306574.8597498,1413,1,34,0,243306.00000000003,2,3955610.0000000005,21.0,1426480631391.2676,359,2,1,0
1428868543.263575,1574,1,39,2,93390.0,3,5721710.000000001,21.0,64119368305.20099,253,2,1,1
1917799374.23835,517,0,34,2,197178.00000000003,1,5553510.0,21.0,2036285297095.935,144,1,1,2
2899232561.950725,1065,1,22,2,97234.0,3,3282810.0000000005,21.0,66589270411.389,21,2,2,1
116719433.88424999,953,0,33,0,185646.00000000003,0,10179010.0,21.0,164639515044.4066,99,2,1,2
82108771.85275,749,1,30,0,81858.0,3,7571910.0,21.0,265659839091.85458,354,1,1,1
747885357.8672001,118,1,38,0,216398.00000000003,2,15225010.000000002,21.0,345785588063.56696,172,1,1,2
1163286941.95165,386,0,33,1,189490.00000000003,0,14468110.0,21.0,1708507598500.2683,345,1,1,2
707788537.705175,2343,1,0,2,208710.00000000003,1,3282810.0000000005,53.0,577788184826.5394,18,0,1,2
5562412545.714975,1048,1,28,2,254838.00000000006,2,4292010.000000001,21.0,455919762355.8914,168,2,0,0
957815.34485,2093,1,28,2,78014.0,3,14552210.0,21.0,405824570444.09424,82,0,3,1
776052545.5843252,947,1,23,0,274058.00000000006,2,13543010.0,21.0,1194374015453.572,297,2,1,0
1497279830.5556247,1999,1,23,0,220242.00000000003,0,9001610.0,21.0,2876175950939.9556,277,0,1,2
1557112092.0462499,374,1,40,0,154894.00000000003,1,9338010.0,21.0,1685649938148.3782,268,1,1,2
75923036.51095,1089,0,30,0,135674.00000000003,0,18925410.0,21.0,2766645973130.596,146,2,1,1
642101919.5517751,46,1,37,0,74170.0,3,3030510.0000000005,21.0,249443913704.72235,277,1,1,1
28940903.79585,1838,0,34,1,293278.00000000006,2,7656010.0,21.0,801608677569.2815,88,0,1,0
201957394.10012504,1569,0,37,1,224086.00000000003,2,3366910.0000000005,21.0,603633629984.3025,193,2,1,2
753702894.6767501,1683,1,28,1,189490.00000000003,0,7992410.0,85.0,1132489246015.1948,243,0,1,2
60937356.248375,1608,1,40,1,101078.0,1,13374810.0,21.0,1347777953256.7227,108,0,1,1
336239398.8117,2009,1,25,1,224086.00000000003,1,6478610.0,21.0,579432573056.7344,119,0,1,2
182700610.86345002,2209,1,32,0,212554.00000000003,1,9338010.0,21.0,850174566295.2579,60,0,1,2
1793716468.8701,1,0,20,1,108766.0,3,7067310.000000001,21.0,71090866185.57039,358,1,1,1
1493413745.967,1382,1,40,2,143362.00000000003,1,3703310.0000000005,21.0,2158892919659.2947,181,2,1,1
1888674870.3373752,1844,1,8,1,220242.00000000003,1,12029210.0,21.0,2121222486192.0674,222,0,1,2
1273746501.6266499,1791,1,32,0,120298.0,0,13711210.0,21.0,1687449248553.6926,316,0,1,1
1312849185.7515998,1790,1,27,2,181802.00000000003,1,4376110.000000001,21.0,550136789741.671,333,0,1,2
37961767.835975,84,1,21,2,139518.00000000003,1,23550910.0,21.0,473155960924.881,290,1,1,1
779439972.0810251,1882,1,1,1,116454.0,0,9338010.0,21.0,1419276750248.2192,87,0,1,1
815523428.2415252,1627,0,28,1,89546.0,3,16486510.000000002,21.0,156528232589.9451,326,0,1,1
1024439275.4401749,779,1,14,2,185646.00000000003,1,6983210.0,21.0,1837055379892.4895,203,1,1,2
430350943.65480006,1767,1,22,0,174114.00000000003,0,22121210.0,21.0,1707983076278.793,219,0,1,2
1210526813.639325,608,0,36,2,151050.00000000003,0,20775610.0,21.0,1541926423116.2544,214,1,1,2
285464821.214425,1289,1,21,1,208710.00000000003,2,4628410.0,21.0,1141689410043.352,49,2,1,2
1552840989.07215,1081,1,38,2,258682.00000000006,0,8665210.0,21.0,2662702046321.254,235,2,1,0
1155002474.9760249,463,1,28,1,281746.00000000006,2,12786109.999999998,21.0,1569956270943.2004,240,1,1,0
1515947496.1407,1083,1,42,1,112610.0,0,12870210.0,21.0,1890021058391.8547,319,2,1,1
1873136892.2764251,1225,1,6,1,227930.00000000003,2,7487810.0,21.0,1690992540016.0642,164,2,1,0
563638812.3293002,2125,1,29,0,93390.0,3,16907010.0,21.0,285990054815.36993,186,0,1,1
84722981.43172501,1016,1,19,1,243306.00000000003,2,13963510.0,21.0,1318776522074.386,171,2,1,0
255088442.30380002,1932,1,20,2,97234.0,3,10851810.0,21.0,156857995505.55618,277,0,1,1
188702246.93912503,1521,0,2,1,108766.0,3,5553510.0,21.0,386067566768.52045,328,2,1,1
1500961815.8781247,1368,1,10,0,97234.0,3,22121210.0,21.0,60593782234.27132,134,2,1,1
1690952258.519125,902,1,40,1,97234.0,3,4964810.000000001,21.0,28940968683.463966,323,2,1,1
1110339993.0140998,249,1,39,1,189490.00000000003,0,9926710.0,21.0,2299400692970.7275,240,1,1,2
65061179.80957501,1130,1,36,2,243306.00000000003,0,7656010.0,21.0,231981971394.84476,271,2,1,0
19478201.517025005,489,0,37,2,124142.0,0,11104110.0,21.0,2854261102682.363,280,1,1,1
1477838948.052825,1645,1,20,1,166426.00000000003,1,21112010.0,21.0,1816694179733.9504,317,0,1,2
535361165.0525001,1177,1,40,2,147206.00000000003,1,2021310.0,21.0,1160698360930.4924,209,2,1,1
2048436213.4806504,1874,1,39,2,143362.00000000003,0,3871509.9999999995,21.0,2641455576590.604,49,0,1,1
126329415.57597503,739,1,30,0,93390.0,3,21112010.0,21.0,328604718842.8343,302,1,1,1
2874121422.0512753,1136,0,40,2,89546.0,3,12197410.0,21.0,1441516935073.563,38,2,2,1
1040713650.5656247,454,1,13,0,135674.00000000003,0,13543010.0,21.0,3054436045154.0356,148,1,1,1
1124000158.560575,1725,1,19,2,262526.00000000006,0,12365610.0,21.0,2867976141528.283,188,0,1,0
684150191.9347252,1669,1,2,2,124142.0,0,9758510.0,21.0,2122149806068.8528,232,0,1,1
243048350.29922506,1777,1,25,2,189490.00000000003,4,15056810.000000002,21.0,769298551361.1821,42,0,1,2
1649345824.3748748,74,1,40,1,112610.0,1,6310410.0,21.0,1669708446328.5999,177,1,1,1
1028378999.73525,1098,1,28,0,74170.0,3,4039710.0000000005,21.0,264168159862.84857,57,2,1,1
2250245829.006875,1407,1,11,0,104922.0,3,10179010.0,21.0,197600314388.00705,180,2,1,1
1013282859.9129997,1485,1,27,2,208710.00000000003,1,6815010.0,21.0,272248457882.28625,207,2,1,2
1575117000.273275,338,1,38,1,70326.0,3,15897810.000000002,21.0,327478213312.32385,151,1,1,3
1727330273.505425,2369,0,35,0,208710.00000000003,0,11692810.0,21.0,280029977421.13666,67,0,1,2
378545410.167225,2178,1,39,1,293278.00000000006,2,3955610.0000000005,21.0,714606597196.2017,104,0,1,0
83250187.302725,2298,1,39,2,74170.0,3,12197410.0,21.0,246033412678.16708,24,0,1,1
251406456.98130003,1006,1,4,2,216398.00000000003,1,24644210.0,21.0,711129700951.738,121,2,1,2
123899305.263125,1655,0,27,2,243306.00000000003,0,12281510.0,21.0,2815143253464.7344,61,0,1,0
1335382935.9253001,102,0,24,0,243306.00000000003,2,11524610.0,21.0,451659402540.11017,7,1,1,0
269632284.32767504,1102,1,37,1,78014.0,3,14468110.0,21.0,289894093628.37683,358,2,1,1
2409823072.884025,2068,0,2,2,97234.0,3,8749310.0,21.0,36432562437.44823,136,0,2,1
68338146.7466,715,0,22,1,189490.00000000003,1,13543010.0,21.0,936255966313.3429,77,1,1,2
1432476888.879625,43,1,9,0,104922.0,3,3451010.0000000005,21.0,168424042465.17856,304,1,1,1
246362137.08947504,185,1,39,0,151050.00000000003,0,7151410.0,21.0,192791087437.51733,236,1,1,2
1235232935.1533,414,1,28,1,174114.00000000003,1,13038410.0,21.0,669079396276.494,22,1,1,2
140431419.36115003,2345,1,0,2,74170.0,3,14636310.0,21.0,247702145821.59518,216,0,1,1
3965425051.7870502,2293,1,11,1,231774.00000000003,0,14552210.0,21.0,2619011779763.6753,190,0,2,0
1325588854.96745,247,1,9,2,262526.00000000006,2,5721710.000000001,21.0,1416563399009.701,150,1,1,0
2090300386.5974755,232,1,22,2,243306.00000000003,0,6730910.0,21.0,3072825307340.699,256,1,1,0
803372876.6772751,901,1,2,0,74170.0,3,15561410.000000002,21.0,137401983484.49991,244,2,1,1
773180597.0327752,1590,1,10,0,74170.0,3,3366910.0000000005,21.0,428916827232.59406,315,2,1,1
40575977.41495,2016,1,40,1,74170.0,3,23550910.0,21.0,213526313990.27316,33,0,1,1
307188534.6171751,938,1,27,2,216398.00000000003,2,9169810.0,21.0,413900442115.6713,316,2,1,2
1270174975.863825,525,1,2,2,131830.00000000003,0,8917510.0,21.0,1234496645635.5457,196,1,1,1
634369750.3745251,179,1,12,0,139518.00000000003,1,23803210.0,21.0,1925639879625.7166,139,1,1,1
719975909.12265,1228,1,29,2,231774.00000000003,2,21448410.0,21.0,618508371969.6875,158,2,1,0
372727873.357675,1353,1,7,2,174114.00000000003,1,7319610.0,21.0,1365465639307.4885,19,2,1,2
664451570.4593501,477,1,14,0,97234.0,3,2862310.0000000005,21.0,184082248021.88126,299,1,1,1
2549959434.258375,446,1,5,1,204866.00000000003,2,9169810.0,21.0,542574374421.9179,353,1,2,2
542393757.018475,1025,0,23,2,131830.00000000003,0,7740109.999999997,21.0,3015566071416.5986,95,2,1,1
395740281.6233,236,1,20,1,78014.0,3,8665210.0,21.0,305284505139.5161,343,1,1,1
6741789264.36495,1638,0,8,2,239462.00000000003,0,6983210.0,21.0,2544711104576.4497,268,0,0,0
300119122.79797506,1389,1,42,1,97234.0,3,8160610.0,21.0,191549496862.63245,52,2,1,1
1345692494.8283,896,0,39,2,293278.00000000006,2,18168510.0,21.0,1581845441296.6428,254,2,1,0
1808223491.04075,964,0,15,2,135674.00000000003,1,10515410.0,21.0,1733768765740.439,69,2,1,1
1667203453.1890001,2102,1,20,1,308654.00000000006,2,12702010.0,21.0,1071325971278.0872,71,0,1,0
2375028311.5864,2303,1,22,1,270214.00000000006,2,6562710.0,21.0,1629222855622.0613,66,0,2,0
623286974.5538001,564,1,30,1,174114.00000000003,0,9590310.0,21.0,1135014477469.6396,330,1,1,2
325561641.37645006,1864,1,12,0,239462.00000000003,0,7656010.0,21.0,2740231742272.7524,172,0,1,0
572659676.369425,544,1,3,0,112610.0,1,5553510.0,21.0,887052683495.447,133,1,1,1
3651867181.722951,2175,1,25,2,166426.00000000003,1,25232910.0,21.0,773091931477.6753,228,0,2,2
144481603.21590003,2034,1,9,0,297122.00000000006,2,8917510.0,21.0,1430245240246.6672,294,0,1,0
559699088.0342251,352,1,13,0,162582.00000000003,1,9338010.0,53.0,1023621007210.988,290,1,1,2
290030483.014325,802,0,19,0,185646.00000000003,1,4207910.000000001,21.0,1432051190173.7722,18,2,1,2
97573110.20725001,238,1,16,2,185646.00000000003,1,15056810.000000002,21.0,1074459825563.358,61,1,1,2
307888111.82845,1096,1,33,0,185646.00000000003,0,12281510.0,21.0,2800157852782.8354,342,2,1,2
525714363.5075501,803,1,36,1,262526.00000000006,0,12617910.0,21.0,2590716351065.096,358,2,1,0
206154857.36777505,2014,1,12,0,135674.00000000003,0,7992410.0,21.0,206404320282.64502,57,0,1,1
2851624491.7308006,430,1,21,1,235618.00000000003,0,2610010.0000000005,21.0,2570288755688.6494,130,1,2,0
387971292.59282506,821,1,34,0,97234.0,3,13458910.0,21.0,236490206690.81693,201,2,1,1
437530815.0336751,1106,1,41,2,108766.0,3,24812410.0,21.0,357716808721.6848,125,2,1,1
170181860.76695,2017,1,38,1,89546.0,3,18252610.0,21.0,104303967357.22229,156,0,1,1
2429043036.2674756,781,0,38,1,81858.0,3,12449710.0,21.0,23651482990.104332,189,1,2,1
1391680491.506325,2054,1,24,2,277902.00000000006,2,13458910.0,21.0,543800472779.29083,280,0,1,0
420115024.45825,893,1,4,1,266370.00000000006,2,12449710.0,21.0,1301816970246.6812,295,2,1,0
41606933.305250004,2163,0,21,2,212554.00000000003,2,3451010.0000000005,21.0,429133718277.76105,182,0,1,2
351630097.45975,877,1,29,2,220242.00000000003,2,1432610.0,21.0,902775071096.1278,116,2,1,2
482082837.4359251,239,0,15,1,108766.0,1,12533810.0,21.0,190361022462.07425,294,1,1,1
1005072032.643825,685,1,4,2,262526.00000000006,2,14636310.0,21.0,1728780271701.597,274,1,1,0
